Typical Measured Spectrum of Semrock FF01-650/60 Optical Filter	
778.2	8.7563e-08
778.4	9.0171e-08
778.6	9.2857e-08
778.8	9.5623e-08
779.0	9.8471e-08
779.2	1.0e-07
779.4	1.0e-07
779.6	1.0e-07
779.8	1.0e-07
780.0	1.0e-07
780.2	1.0e-07
780.4	1.0e-07
780.6	1.0e-07
780.8	1.0e-07
781.0	1.0e-07
781.2	1.0e-07
781.4	1.0e-07
781.6	1.0e-07
781.8	1.0e-07
782.0	1.0e-07
782.2	1.0e-07
782.4	1.0e-07
782.6	1.0e-07
782.8	1.0e-07
783.0	1.0e-07
783.2	1.0e-07
783.4	1.0e-07
783.6	1.0e-07
783.8	1.0e-07
784.0	1.0e-07
784.2	1.0e-07
784.4	1.0e-07
784.6	1.0e-07
784.8	1.0e-07
785.0	1.0e-07
785.2	1.0e-07
785.4	1.0e-07
785.6	1.0e-07
785.8	1.0e-07
786.0	1.0e-07
786.2	1.0e-07
786.4	1.0e-07
786.6	1.0e-07
786.8	1.0e-07
787.0	1.0e-07
787.2	1.0e-07
787.4	1.0e-07
787.6	1.0e-07
787.8	1.0e-07
788.0	1.0e-07
788.2	1.0e-07
788.4	1.0e-07
788.6	1.0e-07
788.8	1.0e-07
789.0	1.0e-07
789.2	1.0e-07
789.4	1.0e-07
789.6	1.0e-07
789.8	1.0e-07
790.0	1.0e-07
790.2	1.0e-07
790.4	1.0e-07
790.6	1.0e-07
790.8	1.0e-07
791.0	1.0e-07
791.2	1.0e-07
791.4	1.0e-07
791.6	1.0e-07
791.8	1.0e-07
792.0	1.0e-07
792.2	1.0e-07
792.4	1.0e-07
792.6	1.0e-07
792.8	1.0e-07
793.0	1.0e-07
793.2	1.0e-07
793.4	1.0e-07
793.6	1.0e-07
793.8	1.0e-07
794.0	1.0e-07
794.2	1.0e-07
794.4	1.0e-07
794.6	1.0e-07
794.8	1.0e-07
795.0	1.0e-07
795.2	1.0e-07
795.4	1.0e-07
795.6	1.0e-07
795.8	1.0e-07
796.0	1.0e-07
796.2	1.0e-07
796.4	1.0e-07
796.6	1.0e-07
796.8	1.0e-07
797.0	1.0e-07
797.2	1.0e-07
797.4	1.0e-07
797.6	1.0e-07
797.8	1.0e-07
798.0	1.0e-07
798.2	1.0e-07
798.4	1.0e-07
798.6	1.0e-07
798.8	1.0e-07
799.0	1.0e-07
799.2	1.0e-07
799.4	1.0e-07
799.6	1.0e-07
799.8	1.0e-07
800.0	1.0e-07
800.2	1.0e-07
800.4	1.0e-07
800.6	1.0e-07
800.8	1.0e-07
801.0	1.0e-07
801.2	1.0e-07
801.4	1.0e-07
801.6	1.0e-07
801.8	1.0e-07
802.0	1.0e-07
802.2	1.0e-07
802.4	1.0e-07
802.6	1.0e-07
802.8	1.0e-07
803.0	1.0e-07
803.2	1.0e-07
803.4	1.0e-07
803.6	1.0e-07
803.8	1.0e-07
804.0	1.0e-07
804.2	1.0e-07
804.4	1.0e-07
804.6	1.0e-07
804.8	1.0e-07
805.0	1.0e-07
805.2	1.0e-07
805.4	1.0e-07
805.6	1.0e-07
805.8	1.0e-07
806.0	1.0e-07
806.2	1.0e-07
806.4	1.0e-07
806.6	1.0e-07
806.8	1.0e-07
807.0	1.0e-07
807.2	1.0e-07
807.4	1.0e-07
807.6	1.0e-07
807.8	1.0e-07
808.0	1.0e-07
808.2	1.0e-07
808.4	1.0e-07
808.6	1.0e-07
808.8	1.0e-07
809.0	1.0e-07
809.2	1.0e-07
809.4	1.0e-07
809.6	1.0e-07
809.8	1.0e-07
810.0	1.0e-07
810.2	1.0e-07
810.4	1.0e-07
810.6	1.0e-07
810.8	1.0e-07
811.0	1.0e-07
811.2	1.0e-07
811.4	1.0e-07
811.6	1.0e-07
811.8	1.0e-07
812.0	1.0e-07
812.2	1.0e-07
812.4	1.0e-07
812.6	1.0e-07
812.8	1.0e-07
813.0	1.0e-07
813.2	1.0e-07
813.4	1.0e-07
813.6	1.0e-07
813.8	1.0e-07
814.0	1.0e-07
814.2	1.0e-07
814.4	1.0e-07
814.6	1.0e-07
814.8	1.0e-07
815.0	1.0e-07
815.2	1.0e-07
815.4	1.0e-07
815.6	1.0e-07
815.8	1.0e-07
816.0	1.0e-07
816.2	1.0e-07
816.4	1.0e-07
816.6	1.0e-07
816.8	1.0e-07
817.0	1.0e-07
817.2	1.0e-07
817.4	1.0e-07
817.6	1.0e-07
817.8	1.0e-07
818.0	1.0e-07
818.2	1.0e-07
818.4	1.0e-07
818.6	1.0e-07
818.8	1.0e-07
819.0	1.0e-07
819.2	1.0e-07
819.4	1.0e-07
819.6	1.0e-07
819.8	1.0e-07
820.0	1.0e-07
820.2	1.0e-07
820.4	1.0e-07
820.6	1.0e-07
820.8	1.0e-07
821.0	1.0e-07
821.2	1.0e-07
821.4	1.0e-07
821.6	1.0e-07
821.8	1.0e-07
822.0	1.0e-07
822.2	1.0e-07
822.4	1.0e-07
822.6	1.0e-07
822.8	1.0e-07
823.0	1.0e-07
823.2	1.0e-07
823.4	1.0e-07
823.6	1.0e-07
823.8	1.0e-07
824.0	1.0e-07
824.2	1.0e-07
824.4	1.0e-07
824.6	1.0e-07
824.8	1.0e-07
825.0	1.0e-07
825.2	1.0e-07
825.4	1.0e-07
825.6	1.0e-07
825.8	1.0e-07
826.0	1.0e-07
826.2	1.0e-07
826.4	1.0e-07
826.6	1.0e-07
826.8	1.0e-07
827.0	1.0e-07
827.2	1.0e-07
827.4	1.0e-07
827.6	1.0e-07
827.8	1.0e-07
828.0	1.0e-07
828.2	1.0e-07
828.4	1.0e-07
828.6	1.0e-07
828.8	1.0e-07
829.0	1.0e-07
829.2	1.0e-07
829.4	1.0e-07
829.6	1.0e-07
829.8	1.0e-07
830.0	1.0e-07
830.2	1.0e-07
830.4	1.0e-07
830.6	1.0e-07
830.8	1.0e-07
831.0	1.0e-07
831.2	1.0e-07
831.4	1.0e-07
831.6	1.0e-07
831.8	1.0e-07
832.0	1.0e-07
832.2	1.0e-07
832.4	1.0e-07
832.6	1.0e-07
832.8	1.0e-07
833.0	1.0e-07
833.2	1.0e-07
833.4	1.0e-07
833.6	1.0e-07
833.8	1.0e-07
834.0	1.0e-07
834.2	1.0e-07
834.4	1.0e-07
834.6	1.0e-07
834.8	1.0e-07
835.0	1.0e-07
835.2	1.0e-07
835.4	1.0e-07
835.6	1.0e-07
835.8	1.0e-07
836.0	1.0e-07
836.2	1.0e-07
836.4	1.0e-07
836.6	1.0e-07
836.8	1.0e-07
837.0	1.0e-07
837.2	1.0e-07
837.4	1.0e-07
837.6	1.0e-07
837.8	1.0e-07
838.0	1.0e-07
838.2	1.0e-07
838.4	1.0e-07
838.6	1.0e-07
838.8	1.0e-07
839.0	1.0e-07
839.2	1.0e-07
839.4	1.0e-07
839.6	1.0e-07
839.8	1.0e-07
840.0	1.0e-07
840.2	1.0e-07
840.4	1.0e-07
840.6	1.0e-07
840.8	1.0e-07
841.0	1.0e-07
841.2	1.0e-07
841.4	1.0e-07
841.6	1.0e-07
841.8	1.0e-07
842.0	1.0e-07
842.2	1.0e-07
842.4	1.0e-07
842.6	1.0e-07
842.8	1.0e-07
843.0	1.0e-07
843.2	1.0e-07
843.4	1.0e-07
843.6	1.0e-07
843.8	1.0e-07
844.0	1.0e-07
844.2	1.0e-07
844.4	1.0e-07
844.6	1.0e-07
844.8	1.0e-07
845.0	1.0e-07
845.2	1.0e-07
845.4	1.0e-07
845.6	1.0e-07
845.8	1.0e-07
846.0	1.0e-07
846.2	1.0e-07
846.4	1.0e-07
846.6	1.0e-07
846.8	1.0e-07
847.0	1.0e-07
847.2	1.0e-07
847.4	1.0e-07
847.6	1.0e-07
847.8	1.0e-07
848.0	1.0e-07
848.2	1.0e-07
848.4	1.0e-07
848.6	1.0e-07
848.8	1.0e-07
849.0	1.0e-07
849.2	1.0e-07
849.4	1.0e-07
849.6	1.0e-07
849.8	1.0e-07
850.0	1.0e-07
850.2	1.0e-07
850.4	1.0e-07
850.6	1.0e-07
850.8	1.0e-07
851.0	1.0e-07
851.2	1.0e-07
851.4	1.0e-07
851.6	1.0e-07
851.8	1.0e-07
852.0	1.0e-07
852.2	1.0e-07
852.4	1.0e-07
852.6	1.0e-07
852.8	1.0e-07
853.0	1.0e-07
853.2	1.0e-07
853.4	1.0e-07
853.6	1.0e-07
853.8	1.0e-07
854.0	1.0e-07
854.2	1.0e-07
854.4	1.0e-07
854.6	1.0e-07
854.8	1.0e-07
855.0	1.0e-07
855.2	1.0e-07
855.4	1.0e-07
855.6	1.0e-07
855.8	1.0e-07
856.0	1.0e-07
856.2	1.0e-07
856.4	1.0e-07
856.6	1.0e-07
856.8	1.0e-07
857.0	1.0e-07
857.2	1.0e-07
857.4	1.0e-07
857.6	1.0e-07
857.8	1.0e-07
858.0	1.0e-07
858.2	1.0e-07
858.4	1.0e-07
858.6	1.0e-07
858.8	1.0e-07
859.0	1.0e-07
859.2	1.0e-07
859.4	1.0e-07
859.6	1.0e-07
859.8	1.0e-07
860.0	1.0e-07
860.2	1.0e-07
860.4	1.0e-07
860.6	1.0e-07
860.8	1.0e-07
861.0	1.0e-07
861.2	1.0e-07
861.4	1.0e-07
861.6	1.0e-07
861.8	1.0e-07
862.0	1.0e-07
862.2	1.0e-07
862.4	1.0e-07
862.6	1.0e-07
862.8	1.0e-07
863.0	1.0e-07
863.2	1.0e-07
863.4	1.0e-07
863.6	1.0e-07
863.8	1.0e-07
864.0	1.0e-07
864.2	1.0e-07
864.4	1.0e-07
864.6	1.0e-07
864.8	1.0e-07
865.0	1.0e-07
865.2	1.0e-07
865.4	1.0e-07
865.6	1.0e-07
865.8	9.0503e-08
866.0	7.8151e-08
866.2	6.7485e-08
866.4	5.8275e-08
866.6	5.0321e-08
866.8	4.3453e-08
867.0	3.7523e-08
867.2	3.2402e-08
867.4	2.7979e-08
867.6	2.4161e-08
867.8	2.0863e-08
868.0	1.8016e-08
868.2	2.0056e-08
868.4	2.2327e-08
868.6	2.4856e-08
868.8	2.767e-08
869.0	3.0804e-08
869.2	3.4292e-08
869.4	3.6791e-08
869.6	3.6679e-08
869.8	3.6567e-08
870.0	3.6456e-08
870.2	3.6345e-08
870.4	3.6234e-08
870.6	3.6124e-08
870.8	3.6013e-08
871.0	3.5904e-08
871.2	3.5794e-08
871.4	3.5685e-08
871.6	3.5577e-08
871.8	3.5468e-08
872.0	3.536e-08
872.2	3.5253e-08
872.4	3.5145e-08
872.6	3.5038e-08
872.8	3.4932e-08
873.0	3.5006e-08
873.2	3.559e-08
873.4	3.6184e-08
873.6	3.6787e-08
873.8	3.74e-08
874.0	3.8024e-08
874.2	3.8658e-08
874.4	3.9303e-08
874.6	3.9958e-08
874.8	4.0624e-08
875.0	4.1302e-08
875.2	4.199e-08
875.4	4.269e-08
875.6	4.3402e-08
875.8	4.4126e-08
876.0	4.4862e-08
876.2	4.561e-08
876.4	4.637e-08
876.6	4.6574e-08
876.8	4.4558e-08
877.0	4.2629e-08
877.2	4.0783e-08
877.4	3.9018e-08
877.6	3.7329e-08
877.8	3.5713e-08
878.0	3.4167e-08
878.2	3.2687e-08
878.4	3.1272e-08
878.6	2.9919e-08
878.8	2.8623e-08
879.0	2.7384e-08
879.2	2.6199e-08
879.4	2.5065e-08
879.6	2.398e-08
879.8	2.2941e-08
880.0	2.1948e-08
880.2	2.1246e-08
880.4	2.204e-08
880.6	2.2864e-08
880.8	2.3719e-08
881.0	2.4606e-08
881.2	2.5526e-08
881.4	2.6481e-08
881.6	2.7471e-08
881.8	2.8498e-08
882.0	2.9563e-08
882.2	3.0669e-08
882.4	3.1815e-08
882.6	3.3005e-08
882.8	3.4239e-08
883.0	3.5519e-08
883.2	3.6847e-08
883.4	3.8224e-08
883.6	3.9654e-08
883.8	4.0881e-08
884.0	3.9846e-08
884.2	3.8837e-08
884.4	3.7854e-08
884.6	3.6896e-08
884.8	3.5963e-08
885.0	3.5052e-08
885.2	3.4165e-08
885.4	3.3301e-08
885.6	3.2458e-08
885.8	3.1636e-08
886.0	3.0836e-08
886.2	3.0055e-08
886.4	2.9294e-08
886.6	2.8553e-08
886.8	2.783e-08
887.0	2.7126e-08
887.2	2.6439e-08
887.4	2.6008e-08
887.6	2.9535e-08
887.8	3.3541e-08
888.0	3.809e-08
888.2	4.3257e-08
888.4	4.9124e-08
888.6	5.5786e-08
888.8	6.3353e-08
889.0	7.1946e-08
889.2	8.1704e-08
889.4	9.2785e-08
889.6	1.0537e-07
889.8	1.1966e-07
890.0	1.3589e-07
890.2	1.5432e-07
890.4	1.7525e-07
890.6	1.9902e-07
890.8	2.2602e-07
891.0	2.5449e-07
891.2	2.2634e-07
891.4	2.0131e-07
891.6	1.7904e-07
891.8	1.5924e-07
892.0	1.4163e-07
892.2	1.2596e-07
892.4	1.1203e-07
892.6	9.9641e-08
892.8	8.862e-08
893.0	7.8819e-08
893.2	7.0101e-08
893.4	6.2348e-08
893.6	5.5452e-08
893.8	4.9319e-08
894.0	4.3864e-08
894.2	3.9013e-08
894.4	3.4698e-08
894.6	3.0929e-08
894.8	3.192e-08
895.0	3.2943e-08
895.2	3.3998e-08
895.4	3.5087e-08
895.6	3.6211e-08
895.8	3.7371e-08
896.0	3.8568e-08
896.2	3.9804e-08
896.4	4.1079e-08
896.6	4.2395e-08
896.8	4.3753e-08
897.0	4.5155e-08
897.2	4.6602e-08
897.4	4.8095e-08
897.6	4.9635e-08
897.8	5.1225e-08
898.0	5.2866e-08
898.2	5.4582e-08
898.4	5.8693e-08
898.6	6.3112e-08
898.8	6.7865e-08
899.0	7.2975e-08
899.2	7.847e-08
899.4	8.4379e-08
899.6	9.0733e-08
899.8	9.7566e-08
900.0	1.0491e-07
900.2	1.1281e-07
900.4	1.2131e-07
900.6	1.3044e-07
900.8	1.4027e-07
901.0	1.5083e-07
901.2	1.6219e-07
901.4	1.744e-07
901.6	1.8753e-07
901.8	2.0123e-07
902.0	1.7549e-07
902.2	1.5304e-07
902.4	1.3346e-07
902.6	1.1639e-07
902.8	1.015e-07
903.0	8.8514e-08
903.2	7.719e-08
903.4	6.7316e-08
903.6	5.8704e-08
903.8	5.1194e-08
904.0	4.4645e-08
904.2	3.8934e-08
904.4	3.3953e-08
904.6	2.961e-08
904.8	2.5822e-08
905.0	2.2518e-08
905.2	1.9638e-08
905.4	1.7166e-08
905.6	1.6834e-08
905.8	1.6508e-08
906.0	1.6189e-08
906.2	1.5875e-08
906.4	1.5568e-08
906.6	1.5267e-08
906.8	1.4972e-08
907.0	1.4682e-08
907.2	1.4398e-08
907.4	1.412e-08
907.6	1.3846e-08
907.8	1.3579e-08
908.0	1.3316e-08
908.2	1.3058e-08
908.4	1.2806e-08
908.6	1.2558e-08
908.8	1.2315e-08
909.0	1.2149e-08
909.2	1.3597e-08
909.4	1.5217e-08
909.6	1.7031e-08
909.8	1.906e-08
910.0	2.1332e-08
910.2	2.3874e-08
910.4	2.672e-08
910.6	2.9904e-08
910.8	3.3468e-08
911.0	3.7457e-08
911.2	4.1921e-08
911.4	4.6918e-08
911.6	5.2509e-08
911.8	5.8767e-08
912.0	6.5771e-08
912.2	7.361e-08
912.4	8.2383e-08
912.6	9.1826e-08
912.8	9.7337e-08
913.0	1.0318e-07
913.2	1.0937e-07
913.4	1.1594e-07
913.6	1.2289e-07
913.8	1.3027e-07
914.0	1.3809e-07
914.2	1.4637e-07
914.4	1.5516e-07
914.6	1.6447e-07
914.8	1.7434e-07
915.0	1.8481e-07
915.2	1.959e-07
915.4	2.0765e-07
915.6	2.2012e-07
915.8	2.3333e-07
916.0	2.4733e-07
916.2	2.5643e-07
916.4	2.242e-07
916.6	1.9603e-07
916.8	1.7139e-07
917.0	1.4985e-07
917.2	1.3102e-07
917.4	1.1455e-07
917.6	1.0015e-07
917.8	8.7567e-08
918.0	7.6562e-08
918.2	6.6939e-08
918.4	5.8526e-08
918.6	5.1171e-08
918.8	4.474e-08
919.0	3.9117e-08
919.2	3.4201e-08
919.4	2.9902e-08
919.6	2.6144e-08
919.8	2.3451e-08
920.0	2.4062e-08
920.2	2.4689e-08
920.4	2.5332e-08
920.6	2.5991e-08
920.8	2.6668e-08
921.0	2.7363e-08
921.2	2.8075e-08
921.4	2.8807e-08
921.6	2.9557e-08
921.8	3.0326e-08
922.0	3.1116e-08
922.2	3.1927e-08
922.4	3.2758e-08
922.6	3.3611e-08
922.8	3.4486e-08
923.0	3.5385e-08
923.2	3.6306e-08
923.4	3.6981e-08
923.6	3.6708e-08
923.8	3.6437e-08
924.0	3.6168e-08
924.2	3.5901e-08
924.4	3.5636e-08
924.6	3.5373e-08
924.8	3.5112e-08
925.0	3.4853e-08
925.2	3.4596e-08
925.4	3.4341e-08
925.6	3.4087e-08
925.8	3.3836e-08
926.0	3.3586e-08
926.2	3.3338e-08
926.4	3.3092e-08
926.6	3.2848e-08
926.8	3.2605e-08
927.0	3.3426e-08
927.2	3.7085e-08
927.4	4.1145e-08
927.6	4.565e-08
927.8	5.0647e-08
928.0	5.6191e-08
928.2	6.2343e-08
928.4	6.9168e-08
928.6	7.674e-08
928.8	8.5141e-08
929.0	9.4461e-08
929.2	1.048e-07
929.4	1.1627e-07
929.6	1.29e-07
929.8	1.4313e-07
930.0	1.5879e-07
930.2	1.7618e-07
930.4	1.9547e-07
930.6	2.0711e-07
930.8	2.0255e-07
931.0	1.981e-07
931.2	1.9375e-07
931.4	1.8949e-07
931.6	1.8532e-07
931.8	1.8125e-07
932.0	1.7727e-07
932.2	1.6611e-07
932.4	1.5566e-07
932.6	1.4587e-07
932.8	1.367e-07
933.0	1.281e-07
933.2	1.2004e-07
933.4	1.1249e-07
933.6	1.0541e-07
933.8	9.8778e-08
934.0	9.2564e-08
934.2	8.6741e-08
934.4	8.1284e-08
934.6	7.6171e-08
934.8	7.7127e-08
935.0	7.8314e-08
935.2	7.952e-08
935.4	8.0745e-08
935.6	8.1988e-08
935.8	8.3251e-08
936.0	8.4533e-08
936.2	8.5835e-08
936.4	8.7157e-08
936.6	8.8499e-08
936.8	8.9862e-08
937.0	9.1246e-08
937.2	9.2651e-08
937.4	9.4077e-08
937.6	9.5526e-08
937.8	9.6997e-08
938.0	9.8491e-08
938.2	1.0e-07
938.4	1.0e-07
938.6	1.0e-07
938.8	1.0e-07
939.0	1.0e-07
939.2	1.0e-07
939.4	1.0e-07
939.6	1.0e-07
939.8	1.0e-07
940.0	1.0e-07
940.2	1.0e-07
940.4	1.0e-07
940.6	1.0e-07
940.8	1.0e-07
941.0	1.0e-07
941.2	1.0e-07
941.4	1.0e-07
941.6	1.0e-07
941.8	1.0e-07
942.0	1.0e-07
942.2	1.0e-07
942.4	1.0e-07
942.6	1.0e-07
942.8	1.0e-07
943.0	1.0e-07
943.2	1.0e-07
943.4	1.0e-07
943.6	1.0e-07
943.8	1.0e-07
944.0	1.0e-07
944.2	1.0e-07
944.4	1.0e-07
944.6	1.0e-07
944.8	1.0e-07
945.0	1.0e-07
945.2	1.0e-07
945.4	1.0e-07
945.6	1.0e-07
945.8	1.0e-07
946.0	1.0e-07
946.2	1.0e-07
946.4	1.0e-07
946.6	1.0e-07
946.8	1.0e-07
947.0	1.0e-07
947.2	1.0e-07
947.4	1.0e-07
947.6	1.0e-07
947.8	1.0e-07
948.0	1.0e-07
948.2	1.0e-07
948.4	1.0e-07
948.6	1.0e-07
948.8	1.0e-07
949.0	1.0e-07
949.2	1.0e-07
949.4	1.0e-07
949.6	1.0e-07
949.8	1.0e-07
950.0	1.0e-07
950.2	1.0e-07
950.4	1.0e-07
950.6	1.0e-07
950.8	1.0e-07
951.0	1.0e-07
951.2	1.0e-07
951.4	1.0e-07
951.6	1.0e-07
951.8	1.0e-07
952.0	1.0e-07
952.2	1.0e-07
952.4	1.0e-07
952.6	1.0e-07
952.8	1.0e-07
953.0	1.0e-07
953.2	1.0e-07
953.4	1.0e-07
953.6	1.0e-07
953.8	1.0e-07
954.0	1.0e-07
954.2	1.0e-07
954.4	1.0e-07
954.6	1.0e-07
954.8	1.0e-07
955.0	1.0e-07
955.2	1.0e-07
955.4	1.0e-07
955.6	1.0e-07
955.8	1.0e-07
956.0	1.0e-07
956.2	1.0e-07
956.4	1.0e-07
956.6	1.0e-07
956.8	1.0e-07
957.0	1.0e-07
957.2	1.0e-07
957.4	1.0e-07
957.6	1.0e-07
957.8	1.0e-07
958.0	1.0e-07
958.2	1.0e-07
958.4	1.0e-07
958.6	1.0e-07
958.8	1.0e-07
959.0	1.0e-07
959.2	1.0e-07
959.4	1.0e-07
959.6	1.0e-07
959.8	1.0e-07
960.0	1.0e-07
960.2	1.0e-07
960.4	1.0e-07
960.6	1.0e-07
960.8	1.0e-07
961.0	1.0e-07
961.2	1.0e-07
961.4	1.0e-07
961.6	1.0e-07
961.8	1.0e-07
962.0	1.0e-07
962.2	1.0e-07
962.4	1.0e-07
962.6	1.0e-07
962.8	1.0e-07
963.0	1.0e-07
963.2	1.0e-07
963.4	1.0e-07
963.6	1.0e-07
963.8	1.0e-07
964.0	1.0e-07
964.2	1.0e-07
964.4	1.0e-07
964.6	1.0e-07
964.8	1.0e-07
965.0	1.0e-07
965.2	1.0e-07
965.4	1.0e-07
965.6	1.0e-07
965.8	1.0e-07
966.0	1.0e-07
966.2	1.0e-07
966.4	1.0e-07
966.6	1.0e-07
966.8	1.0e-07
967.0	1.0e-07
967.2	1.0e-07
967.4	1.0e-07
967.6	1.0e-07
967.8	1.0e-07
968.0	1.0e-07
968.2	1.0e-07
968.4	1.0e-07
968.6	1.0e-07
968.8	1.0e-07
969.0	1.0e-07
969.2	1.0e-07
969.4	1.0e-07
969.6	1.0e-07
969.8	1.0e-07
970.0	1.0e-07
970.2	1.0e-07
970.4	1.0e-07
970.6	1.0e-07
970.8	1.0e-07
971.0	1.0e-07
971.2	1.0e-07
971.4	1.0e-07
971.6	1.0e-07
971.8	1.0e-07
972.0	1.0e-07
972.2	1.0e-07
972.4	1.0e-07
972.6	1.0e-07
972.8	1.0e-07
973.0	1.0e-07
973.2	1.0e-07
973.4	1.0e-07
973.6	1.0e-07
973.8	1.0e-07
974.0	1.0e-07
974.2	1.0e-07
974.4	1.0e-07
974.6	9.9821e-08
974.8	9.8955e-08
975.0	9.8096e-08
975.2	9.7244e-08
975.4	9.64e-08
975.6	9.5564e-08
975.8	9.4734e-08
976.0	9.3912e-08
976.2	9.3097e-08
976.4	9.2288e-08
976.6	9.1487e-08
976.8	9.0693e-08
977.0	8.9906e-08
977.2	8.9126e-08
977.4	8.8352e-08
977.6	8.7585e-08
977.8	8.6825e-08
978.0	8.6071e-08
978.2	8.5727e-08
978.4	8.6478e-08
978.6	8.7235e-08
978.8	8.7999e-08
979.0	8.877e-08
979.2	8.9547e-08
979.4	9.0332e-08
979.6	9.1123e-08
979.8	9.1921e-08
980.0	9.2726e-08
980.2	9.3538e-08
980.4	9.4358e-08
980.6	9.5184e-08
980.8	9.6018e-08
981.0	9.6859e-08
981.2	9.7707e-08
981.4	9.8563e-08
981.6	9.9426e-08
981.8	1.0e-07
982.0	1.0e-07
982.2	1.0e-07
982.4	1.0e-07
982.6	1.0e-07
982.8	1.0e-07
983.0	1.0e-07
983.2	1.0e-07
983.4	1.0e-07
983.6	1.0e-07
983.8	1.0e-07
984.0	1.0e-07
984.2	1.0e-07
984.4	1.0e-07
984.6	1.0e-07
984.8	1.0e-07
985.0	1.0e-07
985.2	1.0e-07
985.4	1.0e-07
985.6	1.0e-07
985.8	1.0e-07
986.0	1.0e-07
986.2	1.0e-07
986.4	1.0e-07
986.6	1.0e-07
986.8	1.0e-07
987.0	1.0e-07
987.2	1.0e-07
987.4	1.0e-07
987.6	1.0e-07
987.8	1.0e-07
988.0	1.0e-07
988.2	1.0e-07
988.4	1.0e-07
988.6	1.0e-07
988.8	1.0e-07
989.0	1.0e-07
989.2	1.0e-07
989.4	1.0e-07
989.6	1.0e-07
989.8	1.0e-07
990.0	1.0e-07
990.2	1.0e-07
990.4	1.0e-07
990.6	1.0e-07
990.8	1.0e-07
991.0	1.0e-07
991.2	1.0e-07
991.4	1.0e-07
991.6	1.0e-07
991.8	1.0e-07
992.0	1.0e-07
992.2	1.0e-07
992.4	1.0e-07
992.6	1.0e-07
992.8	1.0e-07
993.0	1.0e-07
993.2	1.0e-07
993.4	1.0e-07
993.6	1.0e-07
993.8	1.0e-07
994.0	1.0e-07
994.2	1.0e-07
994.4	1.0e-07
994.6	1.0e-07
994.8	1.0e-07
995.0	1.0e-07
995.2	1.0e-07
995.4	1.0e-07
995.6	1.0e-07
995.8	1.0e-07
996.0	1.0e-07
996.2	1.0e-07
996.4	1.0e-07
996.6	1.0e-07
996.8	1.0e-07
997.0	1.0e-07
997.2	1.0e-07
997.4	1.0e-07
997.6	1.0e-07
997.8	1.0e-07
998.0	1.0e-07
998.2	1.0e-07
998.4	1.0e-07
998.6	1.0e-07
998.8	1.0e-07
999.0	1.0e-07
999.2	1.0e-07
999.4	1.0e-07
999.6	1.0e-07
999.8	4.4672e-08
1000.0	1.7018e-08
1000.2	2.4163e-08
1000.4	3.4307e-08
1000.6	4.871e-08
1000.8	6.9161e-08
1001.0	9.8197e-08
1001.2	1.0975e-07
1001.4	1.1442e-07
1001.6	1.193e-07
1001.8	1.2438e-07
1002.0	1.2968e-07
1002.2	1.352e-07
1002.4	1.4096e-07
1002.6	1.4697e-07
1002.8	1.5323e-07
1003.0	1.5976e-07
1003.2	1.6656e-07
1003.4	1.7366e-07
1003.6	1.8106e-07
1003.8	1.8877e-07
1004.0	1.9681e-07
1004.2	2.052e-07
1004.4	2.1394e-07
1004.6	2.2305e-07
1004.8	2.1572e-07
1005.0	2.062e-07
1005.2	1.971e-07
1005.4	1.8841e-07
1005.6	1.8009e-07
1005.8	1.7214e-07
1006.0	1.6455e-07
1006.2	1.5729e-07
1006.4	1.5035e-07
1006.6	1.4371e-07
1006.8	1.3737e-07
1007.0	1.3131e-07
1007.2	1.2551e-07
1007.4	1.1997e-07
1007.6	1.1468e-07
1007.8	1.0962e-07
1008.0	1.0478e-07
1008.2	1.0016e-07
1008.4	1.0e-07
1008.6	1.0e-07
1008.8	1.0e-07
1009.0	1.0e-07
1009.2	1.0e-07
1009.4	1.0e-07
1009.6	1.0e-07
1009.8	1.0e-07
1010.0	1.0e-07
1010.2	1.0e-07
1010.4	1.0e-07
1010.6	1.0e-07
1010.8	1.0e-07
1011.0	1.0e-07
1011.2	1.0e-07
1011.4	1.0e-07
1011.6	1.0e-07
1011.8	1.0e-07
1012.0	1.0e-07
1012.2	1.0e-07
1012.4	1.0e-07
1012.6	1.0e-07
1012.8	1.0e-07
1013.0	1.0e-07
1013.2	1.0e-07
1013.4	1.0e-07
1013.6	1.0e-07
1013.8	1.0e-07
1014.0	1.0e-07
1014.2	1.0e-07
1014.4	1.0e-07
1014.6	1.0e-07
1014.8	1.0e-07
1015.0	1.0e-07
1015.2	1.0e-07
1015.4	1.0e-07
1015.6	1.0e-07
1015.8	1.0e-07
1016.0	1.0e-07
1016.2	1.0e-07
1016.4	1.0e-07
1016.6	1.0e-07
1016.8	1.0e-07
1017.0	1.0e-07
1017.2	1.0e-07
1017.4	1.0e-07
1017.6	1.0e-07
1017.8	1.0e-07
1018.0	1.0e-07
1018.2	1.0e-07
1018.4	1.0e-07
1018.6	1.0e-07
1018.8	1.0e-07
1019.0	1.0e-07
1019.2	1.0e-07
1019.4	1.0e-07
1019.6	1.0e-07
1019.8	1.0e-07
1020.0	1.0e-07
1020.2	1.0e-07
1020.4	1.0e-07
1020.6	1.0e-07
1020.8	1.0e-07
1021.0	1.0e-07
1021.2	1.0e-07
1021.4	1.0e-07
1021.6	1.0e-07
1021.8	1.0e-07
1022.0	1.0e-07
1022.2	1.0e-07
1022.4	1.0e-07
