Wavelength [nm],#28-IR750-cutoff.csv
587.03,0.718771085783125
587.22,0.7274623872286499
587.42,0.7256841120128881
587.62,0.7290556968430472
587.82,0.7228021582454831
588.01,0.7150003986619636
588.21,0.7215978949352962
588.41,0.7348580312879093
588.6,0.7493505201779199
588.8,0.7523046173996615
589.0,0.7474481834324426
589.2,0.7509883950847959
589.39,0.7409539804480649
589.59,0.7654099183329041
589.79,0.7752949977724916
589.98,0.7801873380819758
590.18,0.7871251001276681
590.38,0.7742122273050001
590.58,0.8218892528242124
590.77,0.820679469139222
590.97,0.8182658396690672
591.17,0.8320896231336431
591.36,0.8377219200341085
591.56,0.8340970984035738
591.76,0.8498572928984798
591.96,0.8647633927577546
592.15,0.885371329087827
592.35,0.8871579457669418
592.55,0.8873563410369
592.74,0.8977743788480212
